"x0,y0","x1,y1","x2,y2","x3,y3","x4,y4","x5,y5","x6,y6","x7,y7","x8,y8","x9,y9","x10,y10","x11,y11","x12,y12","x13,y13","x14,y14","x15,y15","x16,y16","x17,y17","x18,y18","x19,y19","x20,y20",label
759.3818,543.8807,747.08026,575.61304,733.502,405.57315,1007.6099,502.76624,817.4072,550.6002,839.82654,589.33295,832.39374,409.71307,1073.1046,469.30695,933.1171,508.51166,924.789,540.2266,894.7149,peace
316.97885,251.98683,376.65338,252.02293,433.02734,191.51137,308.8441,202.48453,330.3876,206.37224,384.47327,207.59859,440.33282,146.4584,328.2673,152.52374,350.1937,157.0721,399.67636,162.21255,444.16583,no_gesture
162.02322,340.51935,159.84482,346.05814,162.07535,384.16568,210.66086,375.12506,178.89476,375.34448,181.51314,381.5172,184.22849,422.38742,224.2295,415.05475,197.91245,413.15402,194.50832,412.90384,193.31273,no_gesture
205.61818,370.01178,177.29958,356.18506,166.30092,397.6637,283.60657,391.69666,218.25987,368.4002,205.01434,356.6867,198.39955,403.0148,293.57123,386.2511,243.8513,359.6258,226.96445,332.0191,218.90187,peace
839.73096,707.5925,859.0139,737.75055,862.83746,699.07556,975.33514,664.1683,873.6921,657.57654,896.2219,674.91,887.27075,688.7652,1028.4591,676.9139,958.5395,677.6677,945.11707,672.65173,927.81866,peace
732.0779,809.87683,705.9678,836.453,745.5828,767.705,944.7866,759.92993,794.91235,790.36365,819.4083,802.79956,876.74615,778.7755,1017.76855,775.7616,938.5722,797.5389,920.20624,792.04285,933.546,peace
773.94824,591.4811,724.6181,583.7768,712.8232,660.8769,950.04614,604.8469,807.67456,575.9709,752.62933,551.2006,722.13806,648.1438,978.6015,602.4275,851.2813,581.6947,768.6963,545.49927,705.89795,peace
833.9784,691.47906,833.0373,702.7087,816.9243,727.8275,980.18365,743.31287,880.59283,753.5413,866.15564,763.698,860.2176,764.3462,1036.1177,793.5288,951.84973,805.38794,905.8027,800.174,882.6295,peace
759.60114,687.69055,770.03143,691.7739,773.1667,699.2165,953.24426,717.1456,826.1729,702.6303,852.13605,690.2615,861.28455,704.3858,1017.1072,732.01355,909.5574,739.19196,877.29315,729.1023,856.5802,peace
672.14465,605.9916,684.45013,568.9858,738.27325,869.9955,843.8764,735.14923,692.88574,658.49255,723.41327,625.0334,766.1328,906.5697,876.0139,791.82837,731.19147,706.4289,716.3753,659.4651,714.8556,peace
