"x0,y0","x1,y1","x2,y2","x3,y3","x4,y4","x5,y5","x6,y6","x7,y7","x8,y8","x9,y9","x10,y10","x11,y11","x12,y12","x13,y13","x14,y14","x15,y15","x16,y16","x17,y17","x18,y18","x19,y19","x20,y20",label
309.57977,615.35364,306.22098,548.68695,288.48328,465.49216,264.5542,394.59088,253.71931,353.58957,323.49078,353.44916,292.14423,309.4384,279.9149,316.29916,282.02936,331.77383,316.39178,361.89014,283.5358,306.1588,273.34634,332.3852,279.31464,357.58743,302.12967,376.19037,274.53015,323.7416,266.0824,357.76404,277.58896,383.95975,295.40088,389.6006,268.8003,354.25092,266.07928,374.85184,279.27185,384.02914,no_gesture
295.94815,578.95374,292.44467,527.0068,293.6817,440.1387,288.14426,374.18933,283.92413,329.8353,281.78995,332.74002,280.09152,258.68594,283.2739,228.72775,286.782,216.48668,279.86597,337.98297,269.8209,284.47467,266.9377,282.59525,274.4606,286.6565,277.27188,359.08832,266.25018,303.96997,260.93625,322.0225,263.487,332.91965,280.05435,384.24313,272.35635,340.08096,263.6148,340.56152,259.71497,343.859,no_gesture
296.46942,557.78516,293.4736,498.85104,279.89468,423.67334,264.49683,367.6528,257.46368,323.09738,269.77554,329.29965,248.66684,277.05884,245.36798,276.12943,240.32869,273.7513,265.42935,333.69427,263.80518,283.24918,261.1832,288.2506,261.91138,288.4586,268.20883,357.17813,272.84283,311.2476,268.83994,319.07806,259.78995,320.70447,280.55222,373.79883,287.38672,348.03796,282.4001,335.15067,266.75137,319.23004,no_gesture
300.27078,551.3371,295.73077,518.26886,277.41635,454.6558,256.57138,407.58392,247.33238,371.20413,288.52063,338.7111,276.57202,278.2348,263.88403,269.9567,259.50116,267.80563,284.32474,323.97482,268.05762,269.38947,257.86014,269.02066,265.9757,276.65573,279.75177,335.9474,258.03452,285.16895,252.88022,287.62335,258.6162,295.6563,283.59412,352.99405,275.7646,317.75607,273.23218,304.87006,271.12173,299.34946,no_gesture
370.50366,541.7407,387.31805,495.65875,385.69644,438.2532,384.6097,394.80295,404.31775,371.52466,371.04663,377.4245,359.67328,327.47565,370.30466,323.82196,384.78897,324.44556,372.4163,369.94086,370.36783,329.476,373.9185,330.01697,381.92908,328.70102,369.9878,381.0672,369.40952,344.2795,372.5394,357.64774,378.78818,376.71985,380.48666,397.57422,382.60214,365.6984,389.05762,362.571,386.57703,365.89648,no_gesture
283.29782,560.99005,298.80386,507.0652,301.529,423.53177,288.67093,364.08514,283.99384,316.18973,289.8128,328.48505,301.20532,278.75433,296.36655,258.63916,283.12515,243.2762,273.39078,324.66278,284.16525,301.1424,287.54083,308.15744,291.0791,316.3925,263.6423,343.04385,275.96475,316.55948,276.3948,326.95923,271.31992,334.969,262.04117,366.23575,284.79218,334.41547,288.54584,314.12207,283.28348,299.69263,no_gesture
294.1195,583.01276,303.4416,530.8826,306.86743,452.79907,305.42493,399.07593,311.33197,362.72916,282.28296,348.0372,281.7474,250.81746,286.69986,231.8652,292.6652,235.12677,271.07495,341.0635,280.04178,265.07394,284.43546,269.055,297.5085,279.36334,266.5896,353.26407,276.81427,284.2794,279.25662,296.56085,285.65286,305.2279,271.9964,369.6994,276.14923,317.54422,280.4919,305.87292,283.903,300.578,no_gesture
219.09491,587.4551,251.39734,508.40936,287.77112,414.01767,318.92163,350.8329,343.21243,303.6022,236.81207,330.49817,278.93622,254.47661,325.499,226.72426,362.75543,222.71606,227.60992,325.01947,278.3668,252.45827,328.6347,230.58022,367.82138,215.87852,225.15025,337.01242,280.70258,273.9823,326.21054,253.6998,362.71045,245.57033,237.58124,357.1847,281.81055,311.46747,314.16248,298.86993,337.61432,295.53064,no_gesture
314.42764,550.54846,316.1302,496.25003,299.63754,449.4444,270.9981,418.6276,271.0825,390.5129,293.20374,350.26367,271.97778,311.50882,265.55093,312.79968,258.86343,311.57196,290.59036,341.99408,276.4494,305.1046,271.70444,310.2627,267.66525,308.03793,292.51517,358.96082,279.89883,334.379,275.8665,346.5684,268.18854,345.85168,306.46378,377.29974,306.13705,359.1429,301.5073,352.36578,287.36917,343.3196,no_gesture
288.0975,610.6249,287.41705,565.02185,285.6413,491.02036,283.79883,439.6695,294.22015,402.28003,273.42224,414.1621,264.8396,335.19293,272.61795,293.12927,280.8767,264.0272,272.6891,403.78555,267.6728,331.10565,280.15775,304.0353,294.6128,279.0502,271.847,409.31763,265.2863,337.7475,269.29135,331.14874,275.96042,316.7502,275.07736,417.95807,272.3822,369.66754,278.81287,347.83508,282.3775,323.72708,no_gesture
345.92358,317.07602,356.19965,287.7025,352.82544,252.71942,337.11612,230.04042,346.2602,213.37079,348.29684,201.83658,348.0022,168.65556,343.69962,163.0832,336.5335,163.20935,334.5077,194.22241,339.16806,167.73183,334.04318,167.08958,338.94116,167.91197,326.3744,198.23793,326.06952,172.36446,322.1015,173.47787,323.27426,177.54007,330.66754,203.68747,332.91583,184.81502,328.95645,179.86096,322.1732,177.65952,no_gesture
284.30594,556.0532,281.4318,500.8898,274.27777,426.0284,262.8663,376.54828,273.5761,350.81543,281.1334,348.38135,266.8324,299.36298,262.78647,283.06616,263.09775,278.54355,279.0609,338.02856,268.88126,300.14365,264.3964,293.5013,267.13187,293.1321,279.83752,353.87433,269.4926,318.45013,268.61774,317.03687,270.086,316.59308,292.04852,378.67047,290.71945,348.38477,290.61667,335.26343,284.57504,328.47745,no_gesture
407.1241,333.146,399.769,290.65662,385.6584,242.63637,365.47968,199.41702,358.0868,166.52567,373.7954,187.7022,364.13635,147.50644,355.2488,122.67361,351.05203,111.192215,377.74808,184.2804,368.4669,141.38492,361.6031,119.77898,370.3207,111.14967,384.42682,190.47086,374.60867,148.25487,373.1097,139.73807,383.12384,133.85278,397.04846,199.33388,392.89993,170.09024,388.11264,154.89671,385.1561,141.64792,no_gesture
214.64757,538.79645,159.62149,471.1233,139.6153,421.47577,137.54897,412.27628,144.44083,410.9857,212.36566,354.51062,227.35464,300.10583,229.99757,312.1563,227.28203,349.02905,262.49152,374.74347,278.0882,378.67642,267.75922,421.64386,257.2236,451.21106,300.3154,409.1705,314.5543,424.97946,301.0113,455.5041,288.6921,475.83292,330.43552,446.9282,346.12973,465.43546,337.59866,488.09564,325.75662,503.9335,no_gesture
254.3878,578.07306,269.2539,517.78204,280.97153,438.3503,280.65625,370.47885,293.22522,328.74457,285.52563,344.86707,292.01483,266.22678,300.3877,220.52283,307.6766,198.7346,268.64432,335.07434,286.97278,264.2329,301.78293,229.24686,318.65466,227.86569,259.5931,349.64,267.6155,281.26572,283.4701,272.66342,299.75894,278.03647,257.34958,367.59167,270.325,325.56842,279.74973,303.35855,286.7415,294.70126,no_gesture
303.98993,565.3588,304.75336,524.2912,292.19693,465.9721,266.22632,421.91812,259.49246,393.1548,293.03625,369.29733,281.6344,323.32407,275.57925,314.57385,268.7716,313.79697,290.34174,349.64145,288.31152,316.75995,280.775,327.80685,275.75552,344.75766,291.0157,354.75394,287.67566,334.2347,276.79398,351.4646,263.90646,371.81274,300.397,365.9086,300.23828,345.44266,294.77548,339.54877,281.56165,339.4121,no_gesture
360.91766,585.4626,450.9948,510.9356,481.98163,421.9705,476.0728,351.43237,454.66364,314.84274,381.10522,328.44745,424.09512,280.60648,452.32053,295.2625,461.8186,318.6803,328.5664,345.0787,377.46518,301.44586,408.90256,331.2138,429.69226,357.268,289.2747,374.45044,339.05487,321.95953,363.27066,355.96375,381.21686,383.0969,265.94424,400.75327,301.78424,362.17636,327.44714,374.6245,347.93536,381.22327,no_gesture
286.85135,593.22217,302.8769,517.7001,295.68323,433.97614,279.4686,367.27576,274.23648,325.28732,281.95718,351.60773,268.2284,272.00757,261.85513,226.9815,254.60773,206.45387,272.3881,345.26987,256.9433,278.64258,255.7368,249.8644,261.481,242.52141,266.9041,358.29486,253.00955,295.6886,251.95732,281.28467,253.39555,275.5548,270.59537,373.20728,259.65475,326.0726,251.67087,301.2135,241.59125,284.94174,no_gesture
260.1818,441.10117,292.0069,471.20905,317.88785,480.11246,327.95526,469.3305,329.86374,456.43018,297.43518,440.8844,283.56247,417.58194,288.28543,404.22266,298.3761,396.38632,269.69492,415.38113,268.02277,377.91977,269.43997,365.25806,274.9456,357.1411,242.97952,387.6862,242.61798,353.14554,243.26645,352.66782,249.31241,357.70303,220.98973,362.90457,218.00864,330.49402,223.12714,330.7953,228.30876,339.62903,no_gesture
314.2908,608.5394,304.75787,549.4079,284.9966,449.26294,264.7885,379.1127,263.22922,343.91058,279.08615,347.63306,266.01068,269.79926,257.24405,243.5492,250.15045,231.17128,284.599,340.48328,269.64395,271.99826,262.06076,251.03252,264.43628,245.1673,290.59595,355.91678,278.96597,287.26498,274.93604,279.25845,274.07578,274.71637,302.60577,374.19925,293.88266,317.55914,286.04886,292.61096,275.92807,273.64697,no_gesture
275.58975,559.53546,282.93268,504.89688,283.05835,422.24265,278.5042,349.38516,286.32574,306.93372,288.74545,340.26758,267.0622,240.89984,253.28346,192.31917,248.67769,170.13838,273.74628,323.3544,255.21347,244.09843,240.60812,199.23766,241.25272,173.00049,256.22446,329.60602,235.18393,251.30942,222.05507,228.54964,221.31253,207.29288,245.24739,339.76743,229.39748,283.2595,215.6427,261.10666,205.7033,244.99059,no_gesture
295.01233,680.9286,302.16006,663.8101,307.07285,640.38904,305.13245,623.6457,310.91846,616.23193,298.03207,615.6153,289.02164,596.8323,284.40915,591.0747,280.36536,588.23083,287.22473,613.10583,286.21817,595.1449,286.06976,592.17065,290.10855,591.9204,275.96487,617.7196,269.8395,597.71625,266.32056,596.6839,265.28598,596.7723,274.41373,623.5957,271.19647,608.98285,267.09076,604.41046,259.71835,602.8182,no_gesture
282.90833,576.7306,294.33868,530.5383,290.82294,468.23337,277.08344,428.4941,287.08377,404.6079,282.64874,359.17874,281.85474,280.30682,279.05234,255.42188,278.0838,250.72542,274.3769,350.0074,267.71335,285.21063,269.52,277.21622,280.32245,283.47665,267.49606,365.64282,261.00662,307.02158,270.50156,310.7769,278.66425,316.63208,268.6011,387.954,272.0442,348.989,281.17856,336.60284,281.26337,333.3107,no_gesture
205.45407,604.4604,198.94,497.41443,223.49585,419.81232,264.31143,377.30777,307.17352,350.18268,259.0255,374.26407,307.68353,262.038,356.2225,238.82909,386.22903,240.11334,293.59412,387.62244,382.66714,281.0138,427.65292,268.55746,444.36362,271.85248,326.39682,415.8784,421.61987,337.00284,454.52548,320.81683,465.1158,318.99133,357.3486,460.26132,429.5741,407.8655,454.09372,390.2574,461.88937,386.00928,no_gesture
414.8182,427.87115,412.9393,382.06482,402.05182,326.55237,388.95224,289.61322,393.06592,256.97833,386.08444,253.41663,385.96725,207.7787,386.6408,198.38647,386.64426,188.78296,382.0129,250.8607,373.19446,210.38803,373.206,205.14397,379.80225,197.64417,377.45532,263.39404,363.1818,224.15358,363.6424,230.51425,363.2599,230.21841,381.86514,277.23273,369.66602,247.11716,369.10284,239.08397,362.51233,234.03287,no_gesture
273.7789,568.7578,246.33784,508.68527,218.41965,433.0585,205.31178,369.79556,202.63252,316.99124,223.79306,319.52338,228.08327,236.29294,234.4589,201.9393,235.08092,195.09053,246.69905,320.3422,248.81361,238.6207,252.1889,200.33328,252.13696,190.6918,267.5213,338.15088,274.8524,256.14407,275.88654,225.3961,273.49637,219.99371,291.61597,363.94116,303.6323,298.246,300.07788,269.72137,290.4866,262.34506,no_gesture
267.62872,551.901,241.99973,501.3127,229.62944,434.4824,233.11757,390.4766,247.61598,366.71783,253.98004,346.87253,259.15094,317.39597,270.47034,329.67197,284.33957,343.55487,275.0973,348.0542,284.04752,326.12445,287.08856,348.74808,293.70767,369.9104,289.36426,364.5433,297.93076,346.6023,295.77484,373.34216,296.47385,395.98163,309.50095,383.64175,313.99448,365.4921,312.55884,371.0647,307.7006,376.1159,no_gesture
303.77557,496.5212,295.55725,426.60138,290.7237,365.42743,292.23233,330.0365,296.72247,311.43997,310.03873,283.1879,311.41687,255.31412,300.0624,261.40707,292.87448,277.14368,307.0789,293.24164,314.16595,261.84195,296.22305,270.37247,286.2355,289.28177,305.39743,315.80002,311.47247,287.32745,294.01544,304.0075,283.80862,333.82352,305.33804,338.09772,302.58112,319.49854,291.87094,330.2129,284.95404,348.76605,no_gesture
281.80734,616.5974,292.4259,531.6685,299.07922,438.91843,298.2762,358.29468,307.63315,317.77026,277.82074,360.09766,274.366,277.6369,275.86008,234.34093,279.72134,209.7799,266.7169,371.38004,276.91882,299.79416,285.70462,279.4569,296.40814,270.44284,259.49936,402.704,285.45123,354.97018,295.5743,374.34863,305.93112,387.64313,257.33307,432.7882,280.09067,403.2671,293.9746,413.49503,301.30743,421.7723,no_gesture
169.9461,579.8136,169.81161,511.6893,159.33234,429.5302,150.46387,373.65756,153.50114,334.1766,160.00146,346.61694,151.08722,276.68762,143.35303,256.91434,138.00159,253.33435,160.61394,356.4903,152.16006,297.52795,143.36302,279.9443,141.4111,277.41235,161.7555,383.97595,150.99179,332.84964,142.36649,327.4265,134.50067,323.36475,165.46214,413.8251,155.2531,368.38638,140.88007,350.50354,124.584045,339.89435,no_gesture
271.96536,572.3357,278.2002,515.39307,285.51178,441.75894,290.2901,388.00064,308.12653,354.91245,287.6539,347.38788,283.60245,300.70395,288.01053,287.2866,299.1826,289.06488,274.08218,345.70386,286.09995,285.0342,291.71725,274.3907,301.59583,284.00156,262.38818,351.2763,277.75677,296.9779,280.15506,293.68643,285.56924,297.19107,258.74707,362.3616,275.6252,322.0092,283.5897,313.85718,289.63458,309.30243,no_gesture
297.88715,576.0925,290.81308,522.2734,281.6815,451.23102,265.90143,389.30563,260.88034,354.7374,289.23276,367.38196,285.1221,290.822,281.4311,255.20631,273.43546,232.76738,292.5649,356.3756,288.41992,275.83743,285.81744,252.81807,286.76657,241.66641,299.5659,369.27124,300.62384,295.0786,304.21686,290.8349,305.35095,286.10162,311.7681,388.5426,312.46207,336.3416,311.00635,320.33118,301.196,304.82706,no_gesture
142.68074,566.8652,166.40509,481.72296,193.84674,386.59274,217.63205,314.20563,236.09018,267.67682,178.42207,305.52768,197.23344,222.10226,208.49843,207.91736,210.99649,216.25562,171.73476,310.71106,196.02708,240.42265,210.15565,240.45975,216.03316,256.92233,166.88991,329.59537,195.7856,261.68927,211.9433,261.21185,219.17223,281.49194,164.12827,352.3815,185.94289,292.11664,202.52376,281.71313,211.77359,293.6901,no_gesture
312.9021,562.20435,295.5881,502.51434,283.75964,417.60632,281.38,349.46793,294.85123,308.69208,271.3984,348.26492,265.0692,248.62631,268.26263,200.17702,272.31808,173.05699,277.43597,332.94937,264.59235,241.05199,267.5237,205.22708,281.28113,187.50218,283.35385,339.70007,271.36838,243.08926,271.62967,217.66545,278.62274,197.59021,299.19452,351.71838,299.40875,282.03918,300.0481,250.90451,301.83182,225.8421,no_gesture
300.88846,572.2478,245.23422,507.92212,198.96434,437.0413,176.07227,369.60138,173.20995,313.3774,222.69809,414.56708,234.41507,301.73163,242.91737,246.50525,248.92235,205.20416,270.3512,430.53265,300.04352,309.8741,317.5503,249.97592,329.9853,207.86804,317.29025,443.65128,352.21262,339.32654,368.59174,287.48404,377.9196,252.13368,357.41708,453.57394,379.67813,376.2469,385.05032,341.068,385.15247,313.0953,no_gesture
383.87204,435.46704,389.28656,395.2798,390.3679,335.11224,396.44052,275.1776,401.41632,231.10052,387.67105,258.22034,380.78418,201.95482,369.86783,165.67667,359.5837,137.67336,382.07645,251.2386,376.61707,196.47601,367.48502,171.02022,371.10178,151.2941,377.17575,258.1868,380.88705,211.07379,366.5592,197.56042,355.47943,178.6684,379.1343,267.75922,384.57275,229.54794,378.83014,210.31566,366.7041,188.27687,no_gesture
290.679,585.28204,324.08978,525.12683,343.36896,431.66638,354.2023,353.8642,370.55762,325.46643,277.3132,315.0434,292.66913,238.1449,306.89975,218.34898,311.94113,202.08907,257.70395,317.00034,283.60074,254.1611,302.18134,244.21283,314.1042,234.97636,250.36514,342.88123,274.237,278.0746,288.1253,290.35828,295.58356,290.68362,257.5631,366.63815,276.079,328.01813,284.66507,322.79095,286.52975,312.48993,no_gesture
339.72186,537.08374,385.16602,482.58624,429.99222,436.69138,451.7495,386.50195,467.0999,343.33383,395.47977,357.7834,420.95096,291.62454,435.15958,276.5505,441.02734,288.31683,358.8435,361.5195,395.59454,308.49066,414.73737,306.88464,426.34476,317.5083,327.81836,371.2051,376.2658,329.746,400.116,334.64514,410.8442,362.73602,301.10803,388.03772,345.22476,362.86203,373.52618,373.07275,386.8109,404.38474,no_gesture
298.40274,572.13544,284.5946,520.98193,284.97058,444.8192,280.48953,385.57794,283.5974,332.7652,284.75235,336.01028,296.39703,264.7349,299.77005,248.9811,302.4644,245.60324,284.8256,325.02744,290.99033,257.24622,291.26685,245.55707,299.51404,241.20241,285.30713,338.37808,287.5349,272.65576,285.56555,272.45074,289.68155,274.40283,288.6697,357.48358,290.64975,313.4688,290.15433,294.3158,290.5068,280.501,no_gesture
284.7465,588.8543,271.68384,532.13477,262.1144,450.0891,257.91934,378.20004,267.5599,330.12585,276.61044,348.6755,287.6805,274.27618,303.42688,254.56465,307.71066,243.41922,281.4181,336.028,297.32587,260.69153,307.38855,261.5722,313.29742,273.83807,287.1149,344.53168,296.9648,269.46198,303.30243,287.18515,301.81586,302.1707,294.1062,355.677,303.15363,299.95377,306.98462,293.34705,302.80505,291.28058,no_gesture
255.20872,578.7549,254.57494,508.8649,252.9541,426.71594,255.98117,358.23788,268.6395,322.5242,252.33688,344.7894,257.59967,272.9037,268.64926,236.04791,277.65555,213.24597,256.68912,346.22122,273.11908,265.52786,281.20447,242.23459,294.10464,229.17073,263.01587,365.46344,280.84662,291.55933,288.20358,286.14273,297.36826,276.47385,270.9145,385.05154,287.15308,327.77292,294.52286,312.10867,297.38943,301.476,no_gesture
184.73325,556.5425,181.21738,495.71396,178.74252,421.04373,165.65279,376.97247,162.03778,340.763,174.45026,335.49118,171.04971,278.11105,165.52727,276.73068,161.66571,272.2019,173.64644,324.86536,170.62424,287.44824,168.66116,294.42392,172.95433,287.67557,173.85257,338.53253,169.59114,296.07312,168.22238,301.5877,169.32512,293.9701,176.01433,353.7358,172.73955,321.17828,174.70953,298.2028,176.65727,275.50684,no_gesture
275.41428,594.72577,268.49496,541.4287,275.66174,453.2517,285.10907,378.2219,307.84393,340.9258,266.00836,352.72324,280.25412,323.4055,296.94376,338.24695,312.37375,349.4748,282.02246,352.6742,287.58655,329.0359,296.0025,348.21362,304.90646,353.76,296.24753,374.5656,298.88516,352.11856,310.0782,380.67224,321.13434,396.32776,316.6277,404.90543,318.40594,385.87067,329.11307,395.48666,336.04755,395.85147,no_gesture
289.9805,593.032,290.04742,526.7968,280.6452,451.20325,273.9716,390.56744,278.744,352.9316,278.4529,334.8862,280.40012,292.90793,283.65933,281.29376,288.4748,266.80838,279.91528,334.26224,278.36334,297.17133,280.08215,307.19354,292.31375,310.29068,282.42822,354.45697,279.04315,319.97946,278.45178,357.28458,284.23447,372.31113,289.43594,376.89865,288.58444,348.94485,296.2352,356.7094,302.69174,356.4235,no_gesture
261.37268,593.75574,277.89938,505.8487,280.09714,410.3548,283.6508,347.56027,292.5527,309.18658,254.82513,323.4569,266.67636,247.82887,285.44284,217.04756,298.19727,202.46857,246.19647,335.2186,257.9667,246.36691,280.97476,233.95462,305.33734,238.32439,243.33955,361.69052,244.0098,270.24496,266.73798,267.82648,289.19855,265.11673,247.42577,390.8628,252.73503,319.7765,272.3788,300.70297,290.18204,292.84305,no_gesture
275.32663,588.2921,289.87994,524.28864,281.49844,435.41138,269.89075,371.5523,266.5403,332.53796,273.9327,351.6801,259.18674,286.13196,261.37006,262.70496,262.5858,247.07404,263.1058,344.69568,250.40508,290.84592,247.46652,287.75772,253.5448,290.05173,251.83757,356.9329,241.54288,306.687,235.81525,321.9608,231.93715,335.87582,248.59258,366.40237,241.3692,334.63226,238.8659,329.3489,229.9466,325.54446,no_gesture
280.41843,575.16656,277.886,529.98596,285.05362,447.43204,290.6851,380.90717,300.30365,341.4967,273.43832,361.47076,288.40817,283.29373,292.14276,265.72684,291.3342,260.78204,271.83295,346.3856,280.45572,277.2881,277.6298,274.55518,280.95212,281.29108,274.0952,348.48962,284.83365,280.3739,280.18503,291.94687,274.82162,303.81427,281.53525,351.27048,284.61,303.9729,280.0664,290.77698,269.59607,281.10852,no_gesture
291.73285,590.1594,292.338,524.0455,293.76715,426.4311,297.6588,353.9894,313.47482,312.7962,281.24496,333.29828,289.5693,261.42923,284.82526,242.83664,286.7441,243.9073,280.0455,335.30994,290.94543,260.7048,288.98785,260.50125,297.37167,273.23914,285.05255,348.25864,298.1941,276.02493,298.08118,277.61594,304.605,284.36133,297.2815,367.68134,305.86575,305.83563,298.2965,294.93985,293.45523,288.59265,no_gesture
308.8498,502.97955,240.17624,484.23227,183.23961,463.8667,155.30348,445.94647,165.46437,442.6061,244.22472,358.79733,236.95891,365.1661,241.11263,393.4964,251.24037,412.0815,304.25317,349.8603,291.09256,390.05362,289.34973,436.66342,296.5674,461.23975,351.7614,355.90067,339.44623,389.34814,337.66742,424.39517,344.21002,444.82043,390.7461,366.30658,379.04785,388.77924,380.58353,418.4922,387.28668,445.02643,no_gesture
400.96747,381.29816,400.89487,349.00735,388.25967,301.35074,380.68338,264.30466,392.33096,237.67041,381.32956,250.04779,363.41003,186.87195,347.8778,156.54408,335.21497,137.69888,379.5267,243.67148,353.9609,191.68364,343.82864,167.61755,349.57614,152.067,376.5471,251.8549,343.16315,205.96169,339.16507,185.98157,346.62134,171.13483,387.26202,263.44534,358.2852,227.47755,347.7739,202.184,339.62793,182.95242,no_gesture
304.32285,546.19696,260.87906,517.5586,213.81152,473.98743,174.49701,441.17517,148.06857,428.69333,269.4486,408.73862,215.24042,419.9236,187.65921,462.5713,181.03557,495.3444,284.31677,414.49588,210.90388,429.76147,187.51022,473.41388,186.29968,510.022,297.95688,425.6371,220.54854,439.97855,203.56734,482.23996,201.80003,517.98975,311.89926,441.42242,253.96716,458.14426,238.62912,489.8525,234.16672,518.05817,no_gesture
247.59332,620.92126,298.14667,543.91547,312.51172,451.32303,291.92102,379.65823,258.59952,350.4684,292.32492,368.98315,270.4911,352.03406,261.04553,392.08768,259.79517,429.67667,258.31558,361.3958,233.71626,353.7434,227.65877,396.6793,234.66754,440.48593,220.58464,368.05753,205.30406,347.59772,204.86879,387.14676,210.94925,427.8932,180.34605,384.85098,161.7948,359.60867,162.3198,394.33127,170.20158,426.75397,no_gesture
274.12134,557.0959,281.41324,511.76715,287.03723,441.74298,284.4549,395.27722,296.12817,365.39108,270.66412,357.09778,282.3618,292.96387,286.76096,272.44714,283.39188,264.8618,270.53162,342.20346,289.95386,289.2089,299.98544,284.68365,306.26123,282.67676,275.4171,349.1134,288.09836,298.24228,292.91574,301.66727,291.5296,304.44733,289.98056,357.76553,301.73557,315.57166,309.04156,302.28894,305.2435,297.33142,no_gesture
